names and surnames,identification document,birth date,Residence Adress,work direction,state - department,Country,company,monthly income
name 1237,4554030,27-10-93,direccion 1 placa 81,work direccion 3 placa 92,Cundinamarca,Colombia,company name 1237,15095858
name 1238,4554037,06-11-93,direccion 2 placa 82,work direccion 4 placa 93,Valle,Colombia,company name 1238,15107036
name 1239,4554044,16-11-93,direccion 1 placa 82,work direccion 3 placa 93,Meta,Colombia,company name 1239,15118214
name 1240,4554051,26-11-93,direccion 2 placa 83,work direccion 4 placa 94,Vichada,Colombia,company name 1240,15129392
name 1241,4554058,06-12-93,direccion 1 placa 83,work direccion 3 placa 94,Quindio,Colombia,company name 1241,15140570
name 1242,4554065,16-12-93,direccion 2 placa 84,work direccion 4 placa 95,Risaralda,Colombia,company name 1242,15151748
name 1243,4554072,26-12-93,direccion 1 placa 84,work direccion 3 placa 95,Santander,Colombia,company name 1243,15162926
name 1244,4554079,05-01-94,direccion 2 placa 85,work direccion 4 placa 96,Atlantico,Colombia,company name 1244,15174104
name 1245,4554086,15-01-94,direccion 1 placa 85,work direccion 3 placa 96,Quindio,Colombia,company name 1245,15185282
name 1246,4554093,25-01-94,direccion 2 placa 86,work direccion 4 placa 97,Risaralda,Colombia,company name 1246,15196460
name 1247,4554100,04-02-94,direccion 1 placa 86,work direccion 3 placa 97,Santander,Colombia,company name 1247,15207638
name 1248,4554107,14-02-94,direccion 2 placa 87,work direccion 4 placa 98,Atlantico,Colombia,company name 1248,15218816
name 1249,4554114,24-02-94,direccion 1 placa 87,work direccion 3 placa 98,Cundinamarca,Colombia,company name 1249,15229994
name 1250,4554121,06-03-94,direccion 2 placa 88,work direccion 4 placa 99,Valle,Colombia,company name 1250,15241172
name 1251,4554128,16-03-94,direccion 1 placa 88,work direccion 3 placa 99,Meta,Colombia,company name 1251,15252350
name 1252,4554135,26-03-94,direccion 2 placa 89,work direccion 4 placa 100,Vichada,Colombia,company name 1252,15263528
name 1253,4554142,05-04-94,direccion 1 placa 89,work direccion 3 placa 100,Quindio,Colombia,company name 1253,15274706
name 1254,4554149,15-04-94,direccion 2 placa 90,work direccion 4 placa 101,Risaralda,Colombia,company name 1254,15285884
name 1255,4554156,25-04-94,direccion 1 placa 90,work direccion 3 placa 101,Santander,Colombia,company name 1255,15297062
name 1256,4554163,05-05-94,direccion 2 placa 91,work direccion 4 placa 102,Atlantico,Colombia,company name 1256,15308240
name 1257,4554170,15-05-94,direccion 1 placa 91,work direccion 3 placa 102,Cundinamarca,Colombia,company name 1257,15319418
name 1258,4554177,25-05-94,direccion 2 placa 92,work direccion 4 placa 103,Valle,Colombia,company name 1258,15330596
name 1259,4554184,04-06-94,direccion 1 placa 92,work direccion 3 placa 103,Meta,Colombia,company name 1259,15341774
name 1260,4554191,14-06-94,direccion 2 placa 93,work direccion 4 placa 104,Vichada,Colombia,company name 1260,15352952
name 1261,4554198,24-06-94,direccion 1 placa 93,work direccion 3 placa 104,Quindio,Colombia,company name 1261,15364130
name 1262,4554205,04-07-94,direccion 2 placa 94,work direccion 4 placa 105,Risaralda,Colombia,company name 1262,15375308
name 1263,4554212,14-07-94,direccion 1 placa 94,work direccion 3 placa 105,Santander,Colombia,company name 1263,15386486
name 1264,4554219,24-07-94,direccion 2 placa 95,work direccion 4 placa 106,Atlantico,Colombia,company name 1264,15397664
name 1265,4554226,03-08-94,direccion 1 placa 95,work direccion 3 placa 106,Quindio,Colombia,company name 1265,15408842
name 1266,4554233,13-08-94,direccion 2 placa 96,work direccion 4 placa 107,Risaralda,Colombia,company name 1266,15420020
name 1267,4554240,23-08-94,direccion 1 placa 96,work direccion 3 placa 107,Santander,Colombia,company name 1267,15431198
name 1268,4554247,02-09-94,direccion 2 placa 97,work direccion 4 placa 108,Atlantico,Colombia,company name 1268,15442376
name 1269,4554254,12-09-94,direccion 1 placa 97,work direccion 3 placa 108,Cundinamarca,Colombia,company name 1269,15453554
name 1270,4554261,22-09-94,direccion 2 placa 98,work direccion 4 placa 109,Valle,Colombia,company name 1270,15464732
name 1271,4554268,02-10-94,direccion 1 placa 98,work direccion 3 placa 109,Meta,Colombia,company name 1271,15475910
name 1272,4554275,12-10-94,direccion 2 placa 99,work direccion 4 placa 110,Vichada,Colombia,company name 1272,15487088
name 1273,4554282,22-10-94,direccion 1 placa 99,work direccion 3 placa 110,Quindio,Colombia,company name 1273,15498266
name 1274,4554289,01-11-94,direccion 2 placa 100,work direccion 4 placa 111,Risaralda,Colombia,company name 1274,15509444
name 1275,4554296,11-11-94,direccion 1 placa 100,work direccion 3 placa 111,Santander,Colombia,company name 1275,15520622
name 1276,4554303,21-11-94,direccion 2 placa 101,work direccion 4 placa 112,Atlantico,Colombia,company name 1276,15531800
name 1277,4554310,01-12-94,direccion 1 placa 101,work direccion 3 placa 112,Cundinamarca,Colombia,company name 1277,15542978
name 1278,4554317,11-12-94,direccion 2 placa 102,work direccion 4 placa 113,Valle,Colombia,company name 1278,15554156
name 1279,4554324,21-12-94,direccion 1 placa 102,work direccion 3 placa 113,Meta,Colombia,company name 1279,15565334
name 1280,4554331,31-12-94,direccion 2 placa 103,work direccion 4 placa 114,Vichada,Colombia,company name 1280,15576512
name 1281,4554338,10-01-95,direccion 1 placa 103,work direccion 3 placa 114,Quindio,Colombia,company name 1281,15587690
name 1282,4554345,20-01-95,direccion 2 placa 104,work direccion 4 placa 115,Risaralda,Colombia,company name 1282,15598868
name 1283,4554352,30-01-95,direccion 1 placa 104,work direccion 3 placa 115,Santander,Colombia,company name 1283,15610046
name 1284,4554359,09-02-95,direccion 2 placa 105,work direccion 4 placa 116,Atlantico,Colombia,company name 1284,15621224
name 1285,4554366,19-02-95,direccion 1 placa 105,work direccion 3 placa 116,Quindio,Colombia,company name 1285,15632402
name 1286,4554373,01-03-95,direccion 2 placa 106,work direccion 4 placa 117,Risaralda,Colombia,company name 1286,15643580
name 1287,4554380,11-03-95,direccion 1 placa 106,work direccion 3 placa 117,Santander,Colombia,company name 1287,15654758
name 1288,4554387,21-03-95,direccion 2 placa 107,work direccion 4 placa 118,Atlantico,Colombia,company name 1288,15665936
name 1289,4554394,31-03-95,direccion 1 placa 107,work direccion 3 placa 118,Cundinamarca,Colombia,company name 1289,15677114
name 1290,4554401,10-04-95,direccion 2 placa 108,work direccion 4 placa 119,Valle,Colombia,company name 1290,15688292
name 1291,4554408,20-04-95,direccion 1 placa 108,work direccion 3 placa 119,Meta,Colombia,company name 1291,15699470
name 1292,4554415,30-04-95,direccion 2 placa 109,work direccion 4 placa 120,Vichada,Colombia,company name 1292,15710648
name 1293,4554422,10-05-95,direccion 1 placa 109,work direccion 3 placa 120,Quindio,Colombia,company name 1293,15721826
name 1294,4554429,20-05-95,direccion 2 placa 110,work direccion 4 placa 121,Risaralda,Colombia,company name 1294,15733004
name 1295,4554436,30-05-95,direccion 1 placa 110,work direccion 3 placa 121,Santander,Colombia,company name 1295,15744182
name 1296,4554443,09-06-95,direccion 2 placa 111,work direccion 4 placa 122,Atlantico,Colombia,company name 1296,15755360
name 1297,4554450,19-06-95,direccion 1 placa 111,work direccion 3 placa 122,Cundinamarca,Colombia,company name 1297,15766538
name 1298,4554457,29-06-95,direccion 2 placa 112,work direccion 4 placa 123,Valle,Colombia,company name 1298,15777716
name 1299,4554464,09-07-95,direccion 1 placa 112,work direccion 3 placa 123,Meta,Colombia,company name 1299,15788894
name 1300,4554471,19-07-95,direccion 2 placa 113,work direccion 4 placa 124,Vichada,Colombia,company name 1300,15800072
name 1301,4554478,29-07-95,direccion 1 placa 113,work direccion 3 placa 124,Quindio,Colombia,company name 1301,15811250
name 1302,4554485,08-08-95,direccion 2 placa 114,work direccion 4 placa 125,Risaralda,Colombia,company name 1302,15822428
name 1303,4554492,18-08-95,direccion 1 placa 114,work direccion 3 placa 125,Santander,Colombia,company name 1303,15833606
name 1304,4554499,28-08-95,direccion 2 placa 115,work direccion 4 placa 126,Atlantico,Colombia,company name 1304,15844784
name 1305,4554506,07-09-95,direccion 1 placa 115,work direccion 3 placa 126,Quindio,Colombia,company name 1305,15855962
name 1306,4554513,17-09-95,direccion 2 placa 116,work direccion 4 placa 127,Risaralda,Colombia,company name 1306,15867140
name 1307,4554520,27-09-95,direccion 1 placa 116,work direccion 3 placa 127,Santander,Colombia,company name 1307,15878318
name 1308,4554527,07-10-95,direccion 2 placa 117,work direccion 4 placa 128,Atlantico,Colombia,company name 1308,15889496
name 1309,4554534,17-10-95,direccion 1 placa 117,work direccion 3 placa 128,Cundinamarca,Colombia,company name 1309,15900674
name 1310,4554541,27-10-95,direccion 2 placa 118,work direccion 4 placa 129,Valle,Colombia,company name 1310,15911852
name 1311,4554548,06-11-95,direccion 1 placa 118,work direccion 3 placa 129,Meta,Colombia,company name 1311,15923030
name 1312,4554555,16-11-95,direccion 2 placa 119,work direccion 4 placa 130,Vichada,Colombia,company name 1312,15934208
name 1313,4554562,26-11-95,direccion 1 placa 119,work direccion 3 placa 130,Quindio,Colombia,company name 1313,15945386
name 1314,4554569,06-12-95,direccion 2 placa 120,work direccion 4 placa 131,Risaralda,Colombia,company name 1314,15956564
name 1315,4554576,16-12-95,direccion 1 placa 120,work direccion 3 placa 131,Santander,Colombia,company name 1315,15967742
name 1316,4554583,26-12-95,direccion 2 placa 121,work direccion 4 placa 132,Atlantico,Colombia,company name 1316,15978920
name 1317,4554590,05-01-96,direccion 1 placa 121,work direccion 3 placa 132,Cundinamarca,Colombia,company name 1317,15990098
name 1318,4554597,15-01-96,direccion 2 placa 122,work direccion 4 placa 133,Valle,Colombia,company name 1318,16001276
name 1319,4554604,25-01-96,direccion 1 placa 122,work direccion 3 placa 133,Meta,Colombia,company name 1319,16012454
name 1320,4554611,04-02-96,direccion 2 placa 123,work direccion 4 placa 134,Vichada,Colombia,company name 1320,16023632
name 1321,4554618,14-02-96,direccion 1 placa 123,work direccion 3 placa 134,Quindio,Colombia,company name 1321,16034810
name 1322,4554625,24-02-96,direccion 2 placa 124,work direccion 4 placa 135,Risaralda,Colombia,company name 1322,16045988
name 1323,4554632,05-03-96,direccion 1 placa 124,work direccion 3 placa 135,Santander,Colombia,company name 1323,16057166
name 1324,4554639,15-03-96,direccion 2 placa 125,work direccion 4 placa 136,Atlantico,Colombia,company name 1324,16068344
name 1325,4554646,25-03-96,direccion 1 placa 125,work direccion 3 placa 136,Quindio,Colombia,company name 1325,16079522
name 1326,4554653,04-04-96,direccion 2 placa 126,work direccion 4 placa 137,Risaralda,Colombia,company name 1326,16090700
name 1327,4554660,14-04-96,direccion 1 placa 126,work direccion 3 placa 137,Santander,Colombia,company name 1327,16101878
name 1328,4554667,24-04-96,direccion 2 placa 127,work direccion 4 placa 138,Atlantico,Colombia,company name 1328,16113056
name 1329,4554674,04-05-96,direccion 1 placa 127,work direccion 3 placa 138,Cundinamarca,Colombia,company name 1329,16124234
name 1330,4554681,14-05-96,direccion 2 placa 128,work direccion 4 placa 139,Valle,Colombia,company name 1330,16135412
name 1331,4554688,24-05-96,direccion 1 placa 128,work direccion 3 placa 139,Meta,Colombia,company name 1331,16146590
name 1332,4554695,03-06-96,direccion 2 placa 129,work direccion 4 placa 140,Vichada,Colombia,company name 1332,16157768
name 1333,4554702,13-06-96,direccion 1 placa 129,work direccion 3 placa 140,Quindio,Colombia,company name 1333,16168946
name 1334,4554709,23-06-96,direccion 2 placa 130,work direccion 4 placa 141,Risaralda,Colombia,company name 1334,16180124
name 1335,4554716,03-07-96,direccion 1 placa 130,work direccion 3 placa 141,Santander,Colombia,company name 1335,16191302
name 1336,4554723,13-07-96,direccion 2 placa 131,work direccion 4 placa 142,Atlantico,Colombia,company name 1336,16202480
name 1337,4554730,23-07-96,direccion 1 placa 131,work direccion 3 placa 142,Cundinamarca,Colombia,company name 1337,16213658
name 1338,4554737,02-08-96,direccion 2 placa 132,work direccion 4 placa 143,Valle,Colombia,company name 1338,16224836
name 1339,4554744,12-08-96,direccion 1 placa 132,work direccion 3 placa 143,Meta,Colombia,company name 1339,16236014
name 1340,,22-08-96,direccion 2 placa 133,,Vichada,Colombia,company name 1340,
name 1341,4554758,01-09-96,direccion 1 placa 133,work direccion 3 placa 144,Quindio,Colombia,company name 1341,16258370
name 1342,4554765,11-09-96,direccion 2 placa 134,work direccion 4 placa 145,Risaralda,Colombia,company name 1342,16269548
name 1343,4554772,21-09-96,direccion 1 placa 134,work direccion 3 placa 145,Santander,Colombia,company name 1343,16280726
name 1344,4554779,01-10-96,direccion 2 placa 135,work direccion 4 placa 146,Atlantico,Colombia,company name 1344,16291904
name 1345,4554786,11-10-96,direccion 1 placa 135,work direccion 3 placa 146,Quindio,Colombia,company name 1345,16303082
name 1346,4554793,21-10-96,direccion 2 placa 136,work direccion 4 placa 147,Risaralda,Colombia,company name 1346,16314260
name 1347,4554800,31-10-96,direccion 1 placa 136,work direccion 3 placa 147,Santander,Colombia,company name 1347,16325438
name 1348,4554807,10-11-96,direccion 2 placa 137,work direccion 4 placa 148,Atlantico,Colombia,company name 1348,16336616
name 1349,4554814,20-11-96,direccion 1 placa 137,work direccion 3 placa 148,Cundinamarca,Colombia,company name 1349,16347794
name 1350,4554821,30-11-96,direccion 2 placa 138,work direccion 4 placa 149,Valle,Colombia,company name 1350,16358972
name 1351,4554828,10-12-96,direccion 1 placa 138,work direccion 3 placa 149,Meta,Colombia,company name 1351,16370150
name 1352,4554835,20-12-96,direccion 2 placa 139,work direccion 4 placa 150,Vichada,Colombia,company name 1352,16381328
name 1353,4554842,30-12-96,direccion 1 placa 135,work direccion 3 placa 146,Quindio,Colombia,company name 1353,16392506
name 1354,4554849,09-01-97,direccion 1 placa 135,work direccion 3 placa 146,Meta,Colombia,company name 1354,16403684
name 1355,4554856,19-01-97,direccion 2 placa 140,work direccion 4 placa 151,Vichada,Colombia,company name 1355,16414862
name 1356,4554863,29-01-97,direccion 1 placa 6,work direccion 3 placa 17,Quindio,Colombia,company name 1356,16426040
name 1357,4554870,08-02-97,direccion 2 placa 7,work direccion 4 placa 18,Risaralda,Colombia,company name 1357,16437218
name 1358,4554877,18-02-97,direccion 1 placa 7,work direccion 3 placa 18,Santander,Colombia,company name 1358,16448396
name 1359,4554884,28-02-97,direccion 2 placa 8,work direccion 4 placa 19,Atlantico,Colombia,company name 1359,16459574
name 1360,4554891,10-03-97,direccion 1 placa 8,work direccion 3 placa 19,Cundinamarca,Colombia,company name 1360,16470752
name 1361,4554898,20-03-97,direccion 2 placa 9,work direccion 4 placa 20,Valle,Colombia,company name 1361,16481930
name 1362,4554905,30-03-97,direccion 1 placa 9,work direccion 3 placa 20,Meta,Colombia,company name 1362,16493108
name 1363,4554912,09-04-97,direccion 2 placa 10,work direccion 4 placa 21,Vichada,Colombia,company name 1363,16504286
name 1364,4554919,19-04-97,direccion 1 placa 10,work direccion 3 placa 21,Quindio,Colombia,company name 1364,16515464
name 1365,4554926,29-04-97,direccion 2 placa 11,work direccion 4 placa 22,Risaralda,Colombia,company name 1365,16526642
name 1366,4554933,09-05-97,direccion 1 placa 11,work direccion 3 placa 22,Santander,Colombia,company name 1366,16537820
name 1367,4554940,19-05-97,direccion 2 placa 12,work direccion 4 placa 23,Atlantico,Colombia,company name 1367,16548998
name 1368,4554947,29-05-97,direccion 1 placa 12,work direccion 3 placa 23,Cundinamarca,Colombia,company name 1368,16560176
name 1369,4554954,08-06-97,direccion 2 placa 13,work direccion 4 placa 24,Valle,Colombia,company name 1369,16571354
name 1370,4554961,18-06-97,direccion 1 placa 13,work direccion 3 placa 24,Meta,Colombia,company name 1370,16582532
name 1371,4554968,28-06-97,direccion 2 placa 14,work direccion 4 placa 25,Vichada,Colombia,company name 1371,16593710
name 1372,4554975,08-07-97,direccion 1 placa 14,work direccion 3 placa 25,Quindio,Colombia,company name 1372,16604888
name 1373,4554982,18-07-97,direccion 2 placa 15,work direccion 4 placa 26,Risaralda,Colombia,company name 1373,16616066
name 1374,4554989,28-07-97,direccion 1 placa 15,work direccion 3 placa 26,Santander,Colombia,company name 1374,16627244
name 1375,4554996,07-08-97,direccion 2 placa 16,work direccion 4 placa 27,Atlantico,Colombia,company name 1375,16638422
name 1376,4555003,17-08-97,direccion 1 placa 16,work direccion 3 placa 27,Quindio,Colombia,company name 1376,16649600
name 1377,4555010,27-08-97,direccion 2 placa 17,work direccion 4 placa 28,Risaralda,Colombia,company name 1377,16660778
name 1378,4555017,06-09-97,direccion 1 placa 17,work direccion 3 placa 28,Santander,Colombia,company name 1378,16671956
name 1379,4555024,16-09-97,direccion 2 placa 18,work direccion 4 placa 29,Atlantico,Colombia,company name 1379,16683134
name 1380,4555031,26-09-97,direccion 1 placa 18,work direccion 3 placa 29,Cundinamarca,Colombia,company name 1380,16694312
name 1381,4555038,06-10-97,direccion 2 placa 19,work direccion 4 placa 30,Valle,Colombia,company name 1381,16705490
name 1382,4555045,16-10-97,direccion 1 placa 19,work direccion 3 placa 30,Meta,Colombia,company name 1382,16716668
name 1383,4555052,26-10-97,direccion 2 placa 20,work direccion 4 placa 31,Vichada,Colombia,company name 1383,16727846
name 1384,4555059,05-11-97,direccion 1 placa 20,work direccion 3 placa 31,Quindio,Colombia,company name 1384,16739024
name 1385,4555066,15-11-97,direccion 2 placa 21,work direccion 4 placa 32,Risaralda,Colombia,company name 1385,16750202
name 1386,4555073,25-11-97,direccion 1 placa 21,work direccion 3 placa 32,Santander,Colombia,company name 1386,16761380
name 1387,4555080,05-12-97,direccion 2 placa 22,work direccion 4 placa 33,Atlantico,Colombia,company name 1387,16772558
name 1388,4555087,15-12-97,direccion 1 placa 22,work direccion 3 placa 33,Cundinamarca,Colombia,company name 1388,16783736
name 1389,4555094,25-12-97,direccion 2 placa 23,work direccion 4 placa 34,Valle,Colombia,company name 1389,16794914
name 1390,4555101,04-01-98,direccion 1 placa 23,work direccion 3 placa 34,Meta,Colombia,company name 1390,16806092
name 1391,4555108,14-01-98,direccion 2 placa 24,work direccion 4 placa 35,Vichada,Colombia,company name 1391,16817270
name 1392,4555115,24-01-98,direccion 1 placa 24,work direccion 3 placa 35,Quindio,Colombia,company name 1392,16828448
name 1393,4555122,03-02-98,direccion 2 placa 25,work direccion 4 placa 36,Risaralda,Colombia,company name 1393,16839626
name 1394,4555129,13-02-98,direccion 1 placa 25,work direccion 3 placa 36,Santander,Colombia,company name 1394,16850804
name 1395,4555136,23-02-98,direccion 2 placa 26,work direccion 4 placa 37,Atlantico,Colombia,company name 1395,16861982
name 1396,4555143,05-03-98,direccion 1 placa 26,work direccion 3 placa 37,Quindio,Colombia,company name 1396,16873160
name 1397,4555150,15-03-98,direccion 2 placa 27,work direccion 4 placa 38,Risaralda,Colombia,company name 1397,16884338
name 1398,4555157,25-03-98,direccion 1 placa 27,work direccion 3 placa 38,Santander,Colombia,company name 1398,16895516
name 1399,4555164,04-04-98,direccion 2 placa 28,work direccion 4 placa 39,Atlantico,Colombia,company name 1399,16906694
name 1400,4555171,14-04-98,direccion 1 placa 28,work direccion 3 placa 39,Cundinamarca,Colombia,company name 1400,16917872
name 1401,4555178,24-04-98,direccion 2 placa 29,work direccion 4 placa 40,Valle,Colombia,company name 1401,16929050
name 1402,4555185,04-05-98,direccion 1 placa 29,work direccion 3 placa 40,Meta,Colombia,company name 1402,16940228
name 1403,4555192,14-05-98,direccion 2 placa 30,work direccion 4 placa 41,Vichada,Colombia,company name 1403,16951406
name 1404,4555199,24-05-98,direccion 1 placa 30,work direccion 3 placa 41,Quindio,Colombia,company name 1404,16962584
name 1405,4555206,03-06-98,direccion 2 placa 31,work direccion 4 placa 42,Risaralda,Colombia,company name 1405,16973762
name 1406,4555213,13-06-98,direccion 1 placa 31,work direccion 3 placa 42,Santander,Colombia,company name 1406,16984940
name 1407,4555220,23-06-98,direccion 2 placa 32,work direccion 4 placa 43,Atlantico,Colombia,company name 1407,16996118
name 1408,4555227,03-07-98,direccion 1 placa 32,work direccion 3 placa 43,Cundinamarca,Colombia,company name 1408,17007296
name 1409,4555234,13-07-98,direccion 2 placa 33,work direccion 4 placa 44,Valle,Colombia,company name 1409,17018474
name 1410,4555241,23-07-98,direccion 1 placa 33,work direccion 3 placa 44,Meta,Colombia,company name 1410,17029652
name 1411,4555248,02-08-98,direccion 2 placa 34,work direccion 4 placa 45,Vichada,Colombia,company name 1411,17040830
name 1412,4555255,12-08-98,direccion 1 placa 34,work direccion 3 placa 45,Quindio,Colombia,company name 1412,17052008
name 1413,4555262,22-08-98,direccion 2 placa 35,work direccion 4 placa 46,Risaralda,Colombia,company name 1413,17063186
name 1414,4555269,01-09-98,direccion 1 placa 35,work direccion 3 placa 46,Santander,Colombia,company name 1414,17074364
name 1415,4555276,11-09-98,direccion 2 placa 36,work direccion 4 placa 47,Atlantico,Colombia,company name 1415,17085542
name 1416,4555283,21-09-98,direccion 1 placa 36,work direccion 3 placa 47,Quindio,Colombia,company name 1416,17096720
name 1417,4555290,01-10-98,direccion 2 placa 37,work direccion 4 placa 48,Risaralda,Colombia,company name 1417,17107898
name 1418,4555297,11-10-98,direccion 1 placa 37,work direccion 3 placa 48,Santander,Colombia,company name 1418,17119076
name 1419,4555304,21-10-98,direccion 2 placa 38,work direccion 4 placa 49,Atlantico,Colombia,company name 1419,17130254
name 1420,4555311,31-10-98,direccion 1 placa 38,work direccion 3 placa 49,Cundinamarca,Colombia,company name 1420,17141432
name 1421,4555318,10-11-98,direccion 2 placa 39,work direccion 4 placa 50,Valle,Colombia,company name 1421,17152610
name 1422,4555325,20-11-98,direccion 1 placa 39,work direccion 3 placa 50,Meta,Colombia,company name 1422,17163788
name 1423,4555332,30-11-98,direccion 2 placa 40,work direccion 4 placa 51,Vichada,Colombia,company name 1423,17174966
name 1424,4555339,,direccion 1 placa 40,,Quindio,Colombia,,17186144
name 1425,4555346,20-12-98,direccion 2 placa 41,work direccion 4 placa 52,Risaralda,Colombia,company name 1425,17197322
name 1426,4555353,30-12-98,direccion 1 placa 41,work direccion 3 placa 52,Santander,Colombia,company name 1426,17208500
name 1427,4555360,09-01-99,direccion 2 placa 42,work direccion 4 placa 53,Atlantico,Colombia,company name 1427,17219678
name 1428,4555367,19-01-99,direccion 1 placa 42,work direccion 3 placa 53,Cundinamarca,Colombia,company name 1428,17230856
name 1429,4555374,29-01-99,direccion 2 placa 43,work direccion 4 placa 54,Valle,Colombia,company name 1429,17242034
name 1430,4555381,08-02-99,direccion 1 placa 43,work direccion 3 placa 54,Meta,Colombia,company name 1430,17253212
name 1431,4555388,18-02-99,direccion 2 placa 44,work direccion 4 placa 55,Vichada,Colombia,company name 1431,17264390
name 1432,4555395,28-02-99,direccion 1 placa 44,work direccion 3 placa 55,Quindio,Colombia,company name 1432,17275568
name 1433,4555402,10-03-99,direccion 2 placa 45,work direccion 4 placa 56,Risaralda,Colombia,company name 1433,17286746
name 1434,4555409,20-03-99,direccion 1 placa 45,work direccion 3 placa 56,Santander,Colombia,company name 1434,17297924
name 1435,4555416,30-03-99,direccion 2 placa 46,work direccion 4 placa 57,Atlantico,Colombia,company name 1435,17309102
name 1436,4555423,09-04-99,direccion 1 placa 46,work direccion 3 placa 57,Quindio,Colombia,company name 1436,17320280
name 1437,4555430,19-04-99,direccion 2 placa 47,work direccion 4 placa 58,Risaralda,Colombia,company name 1437,17331458
name 1438,4555437,29-04-99,direccion 1 placa 47,work direccion 3 placa 58,Santander,Colombia,company name 1438,17342636
name 1439,4555444,09-05-99,direccion 2 placa 48,work direccion 4 placa 59,Atlantico,Colombia,company name 1439,17353814
name 1440,4555451,19-05-99,direccion 1 placa 48,work direccion 3 placa 59,Cundinamarca,Colombia,company name 1440,17364992
name 1441,4555458,29-05-99,direccion 2 placa 49,work direccion 4 placa 60,Valle,Colombia,company name 1441,17376170
name 1442,4555465,08-06-99,direccion 1 placa 49,work direccion 3 placa 60,Meta,Colombia,company name 1442,17387348
name 1443,4555472,18-06-99,direccion 2 placa 50,work direccion 4 placa 61,Vichada,Colombia,company name 1443,17398526
name 1444,4555479,28-06-99,direccion 1 placa 50,work direccion 3 placa 61,Quindio,Colombia,company name 1444,17409704
name 1445,4555486,08-07-99,direccion 2 placa 51,work direccion 4 placa 62,Risaralda,Colombia,company name 1445,17420882
name 1446,4555493,18-07-99,direccion 1 placa 51,work direccion 3 placa 62,Santander,Colombia,company name 1446,17432060
name 1447,4555500,28-07-99,direccion 2 placa 52,work direccion 4 placa 63,Atlantico,Colombia,company name 1447,17443238
name 1448,4555507,07-08-99,direccion 1 placa 52,work direccion 3 placa 63,Cundinamarca,Colombia,company name 1448,17454416
name 1449,4555514,17-08-99,direccion 2 placa 53,work direccion 4 placa 64,Valle,Colombia,company name 1449,17465594
name 1450,4555521,27-08-99,direccion 1 placa 53,work direccion 3 placa 64,Meta,Colombia,company name 1450,17476772
name 1451,4555528,06-09-99,direccion 2 placa 54,work direccion 4 placa 65,Vichada,Colombia,company name 1451,17487950
name 1452,4555535,16-09-99,direccion 1 placa 54,work direccion 3 placa 65,Quindio,Colombia,company name 1452,17499128
name 1453,4555542,26-09-99,direccion 2 placa 55,work direccion 4 placa 66,Risaralda,Colombia,company name 1453,17510306
name 1454,4555549,06-10-99,direccion 1 placa 55,work direccion 3 placa 66,Santander,Colombia,company name 1454,17521484
name 1455,4555556,16-10-99,direccion 2 placa 56,work direccion 4 placa 67,Atlantico,Colombia,company name 1455,17532662
name 1456,4555563,26-10-99,direccion 1 placa 56,work direccion 3 placa 67,Quindio,Colombia,company name 1456,17543840
name 1457,4555570,05-11-99,direccion 2 placa 57,work direccion 4 placa 68,Risaralda,Colombia,company name 1457,17555018
name 1458,4555577,15-11-99,direccion 1 placa 57,work direccion 3 placa 68,Santander,Colombia,company name 1458,17566196
name 1459,4555584,25-11-99,direccion 2 placa 58,work direccion 4 placa 69,Atlantico,Colombia,company name 1459,17577374
name 1460,4555591,05-12-99,direccion 1 placa 58,work direccion 3 placa 69,Cundinamarca,Colombia,company name 1460,17588552
name 1461,4555598,15-12-99,direccion 2 placa 59,work direccion 4 placa 70,Valle,Colombia,company name 1461,17599730
name 1462,4555605,25-12-99,direccion 1 placa 59,work direccion 3 placa 70,Meta,Colombia,company name 1462,17610908
name 1463,4555612,04-01-00,direccion 2 placa 60,work direccion 4 placa 71,Vichada,Colombia,company name 1463,17622086
name 1464,4555619,14-01-00,direccion 1 placa 60,work direccion 3 placa 71,Quindio,Colombia,company name 1464,17633264
name 1465,4555626,24-01-00,direccion 2 placa 61,work direccion 4 placa 72,Risaralda,Colombia,company name 1465,17644442
name 1466,4555633,03-02-00,direccion 1 placa 61,work direccion 3 placa 72,Santander,Colombia,company name 1466,17655620
name 1467,4555640,13-02-00,direccion 2 placa 62,work direccion 4 placa 73,Atlantico,Colombia,company name 1467,17666798
name 1468,4555647,23-02-00,direccion 1 placa 62,work direccion 3 placa 73,Cundinamarca,Colombia,company name 1468,17677976
name 1469,4555654,04-03-00,direccion 2 placa 63,work direccion 4 placa 74,Valle,Colombia,company name 1469,17689154
name 1470,4555661,14-03-00,direccion 1 placa 63,work direccion 3 placa 74,Meta,Colombia,company name 1470,17700332
name 1471,4555668,24-03-00,direccion 2 placa 64,work direccion 4 placa 75,Vichada,Colombia,company name 1471,17711510
name 1472,4555675,03-04-00,direccion 1 placa 64,work direccion 3 placa 75,Quindio,Colombia,company name 1472,17722688
name 1473,4555682,13-04-00,direccion 2 placa 65,work direccion 4 placa 76,Risaralda,Colombia,company name 1473,17733866
name 1474,4555689,23-04-00,direccion 1 placa 65,work direccion 3 placa 76,Santander,Colombia,company name 1474,17745044
name 1475,4555696,03-05-00,direccion 2 placa 66,work direccion 4 placa 77,Atlantico,Colombia,company name 1475,17756222
name 1476,4555703,13-05-00,direccion 1 placa 66,work direccion 3 placa 77,Quindio,Colombia,company name 1476,17767400
